name,position,G,GS,MP,FG,FGA,FG_pct,3P,3PA,3P_pct,2P,2PA,2P_pct,FT,FTA,FT_pct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kelly Santos,Forward,48,1,9.5,1.1,2.6,0.416,0,0,0,1.1,2.6,0.419,0.8,1.3,0.639,0.7,1.1,1.8,0.4,0.2,0.3,0.8,1.4,3
Alessandra Santos de Oliveira,Center,42,19,18.3,2.1,4.2,0.511,0,0,,2.1,4.2,0.511,1.5,3.5,0.429,2.1,2.4,4.5,0,0.3,0.2,1.8,2,5.8
Rankica Sarenac,Center,20,0,7.1,1.2,2.2,0.523,0.1,0.1,1,1.1,2.2,0.512,0.9,1.4,0.63,0.6,1,1.5,0.4,0,0.1,0.9,1.5,3.2
Paige Sauer,Center,15,0,5.1,0.6,1.3,0.45,0,0,,0.6,1.3,0.45,0.3,0.3,0.8,0.3,1,1.3,0.2,0.2,0.1,0.5,0.7,1.5
Jaynetta Saunders,Forward,55,7,10.1,1.2,3.3,0.356,0,0.1,0.143,1.1,3.1,0.364,0.7,1,0.667,0.4,1,1.4,0.5,0.3,0.2,0.6,0.9,3
Audrey Sauret,Guard,40,5,15.5,1.1,3.4,0.319,0.1,0.8,0.129,1,2.6,0.375,0.3,0.7,0.345,0.4,1,1.3,1.5,0.8,0.2,1.4,1.3,2.5
Laure Savasta,Guard,14,0,11.2,0.8,3.2,0.244,0.3,1.4,0.2,0.5,1.8,0.28,0.5,0.6,0.778,0.1,0.4,0.4,0.9,0.3,0.1,1.5,1,2.4
Shoni Schimmel,Guard,85,18,17,2.4,6.2,0.379,1.3,3.6,0.366,1,2.6,0.396,0.6,0.7,0.845,0.4,1.6,1.9,2.8,0.6,0.1,2,0.9,6.6
Kelly Schumacher,Center,222,49,15.8,2,4.4,0.458,0.1,0.3,0.339,1.9,4.1,0.465,0.9,1.1,0.764,1,2.1,3.1,0.5,0.3,0.8,1.1,1.9,4.9
Georgia Schweitzer,Guard-Forward,70,17,15,1.2,3,0.391,0.4,1.2,0.294,0.8,1.7,0.459,0.6,0.7,0.83,0.4,1.3,1.7,1.1,0.4,0.2,0.7,1.2,3.2
Olympia Scott,Center,219,62,16,1.8,4.1,0.438,0,0.1,0.067,1.8,4,0.444,1.2,1.7,0.68,1.2,2.1,3.2,0.8,0.6,0.3,1.5,2.6,4.7
Raegan Scott,Forward-Center,30,0,7,0.6,1.7,0.373,0,0.1,0,0.6,1.6,0.388,0.4,0.5,0.857,0.3,0.9,1.2,0.3,0.1,0.3,0.3,0.9,1.7
Elena Shakirova,Center,41,2,8.7,0.6,1.7,0.368,0,0.5,0.105,0.6,1.2,0.469,1.1,1.4,0.759,0.7,0.9,1.6,0.3,0.3,0.1,0.4,0.6,2.3
K.B. Sharp,Guard,178,6,12.2,0.8,2.2,0.38,0.2,0.7,0.266,0.6,1.5,0.433,0.6,0.7,0.786,0.2,0.7,0.9,1.2,0.3,0,0.8,0.5,2.4
Chay Shegog,Center,3,0,3,0.3,1,0.333,0,0,,0.3,1,0.333,0.3,0.7,0.5,0.3,0.3,0.7,0,0.3,0,0.3,1,1
Ashley Shields,Guard,36,0,10,1.3,4.6,0.275,0.3,0.8,0.345,1,3.8,0.261,1.6,2.3,0.728,0.4,0.6,1,0.6,0.3,0,1.4,0.9,4.5
Adrienne Shuler,Guard,25,12,14.5,1.2,3.4,0.369,0.5,1.5,0.342,0.7,1.8,0.391,0.6,0.7,0.824,0.5,1.6,2.1,1.9,0.9,0.1,1.6,2.1,3.6
Meighan Simmons,Guard,36,0,5.3,0.9,3.2,0.281,0.5,1.9,0.257,0.4,1.2,0.318,0.4,0.5,0.789,0.1,0.4,0.4,0.3,0.1,0.1,0.4,0.6,2.7
Jennie Simms,Guard,14,0,7.4,0.4,1.8,0.24,0.1,0.6,0.222,0.3,1.1,0.25,0.6,0.9,0.75,0.4,0.7,1.1,0.6,0.3,0.1,0.4,0.4,1.6
Dymond Simon,Guard,8,0,12.1,1.6,5.6,0.289,0.3,2,0.125,1.4,3.6,0.379,0.3,0.3,1,0.1,1.4,1.5,1.9,0.5,0,1.8,1.3,3.8
Odyssey Sims,Guard,156,118,29.4,4.4,11.3,0.39,0.9,3.1,0.274,3.5,8.2,0.434,3.1,3.7,0.842,0.6,2,2.6,3.6,1.1,0.2,2,2.2,12.8
Madinah Slaise,Guard,3,0,2.3,0,0.7,0,0,0.3,0,0,0.3,0,1.3,1.3,1,0,0.3,0.3,0,0.3,0,0,0,1.3
Gwen Slaughter,Forward,3,0,2.3,0,0.3,0,0,0,,0,0.3,0,0.7,0.7,1,0,0.3,0.3,0,0,0.3,0,0,0.7
Gergana Slavtcheva,Guard,2,0,6,0,1,0,0,1,0,0,0,,0,0,,0,0,0,0.5,0,0,0.5,1,0
Aiysha Smith,Forward,60,5,13.8,1.4,3.7,0.372,0.2,0.8,0.28,1.2,2.9,0.399,0.7,1.1,0.574,0.8,1.5,2.2,0.4,0.5,0.4,0.8,1.4,3.7
Brooke Smith,Forward-Center,47,0,8.7,0.9,1.4,0.606,0,0,,0.9,1.4,0.606,0.5,0.6,0.786,0.6,1.6,2.1,0.3,0.1,0.2,0.4,1.6,2.2
Charlotte Smith,Forward,237,166,23.6,2.1,5.3,0.397,0.7,2,0.351,1.4,3.3,0.424,1.1,1.5,0.717,1.1,2.2,3.4,1.5,0.5,0.3,1.4,2.7,6
Charmin Smith,Guard,81,11,14.5,0.4,1.6,0.262,0.3,0.9,0.276,0.2,0.7,0.241,0.4,0.6,0.633,0.4,1,1.4,1.2,0.4,0,0.8,1.4,1.5
Christy Smith,Guard,28,18,16.7,1.1,2.8,0.38,0.7,2.1,0.333,0.4,0.7,0.526,0.8,0.9,0.846,0.1,1.1,1.3,2.6,0.4,0,1.8,1.3,3.6
Crystal Smith,Guard,79,27,16.1,1.5,4,0.39,0.6,1.6,0.378,0.9,2.4,0.398,0.7,0.9,0.855,0.3,1,1.3,1.5,0.8,0.1,1.4,1.5,4.4
Jennifer Smith,Center,2,0,3.5,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0,0,0,0,0,0,0,0
Katie Smith,Guard,482,439,32.6,4.3,10.5,0.404,1.9,5.1,0.367,2.4,5.4,0.438,3,3.5,0.859,0.7,2.2,2.9,2.6,0.8,0.2,1.9,2.5,13.4
Kim Smith,Forward,55,0,8.4,0.7,2.4,0.305,0.3,0.8,0.318,0.5,1.6,0.299,0.2,0.4,0.619,0.3,0.7,1,0.5,0.3,0,0.6,1,1.9
LaCharlotte Smith,Guard,3,0,4,0.7,1,0.667,0,0.3,0,0.7,0.7,1,0.3,0.3,1,0.3,0.3,0.7,0.3,0.7,0,0.7,0.7,1.7
Tangela Smith,Center,463,400,27.5,4.4,10.5,0.423,0.5,1.5,0.343,3.9,9,0.436,1.5,1.9,0.777,1.4,3.6,5,1.2,1,1.2,1.6,3,10.9
Tyresa Smith,Forward,1,0,7,0,2,0,0,0,,0,2,0,1,2,0.5,1,1,2,0,1,0,0,0,1
Wanisha Smith,Guard,1,0,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Belinda Snell,Guard,133,9,11.6,1.2,3.5,0.353,0.8,2.6,0.316,0.4,1,0.453,0.5,0.6,0.831,0.5,1.1,1.6,1,0.5,0.1,0.6,1.2,3.8
Michelle Snow,Center,402,306,23.6,3.3,6.5,0.506,0,0,0.182,3.3,6.5,0.507,1.8,2.5,0.704,1.8,4.4,6.2,1.1,0.7,1,1.8,2.8,8.4
Leila Sobral,Forward,14,0,5.1,0.4,1.8,0.24,0.2,0.8,0.273,0.2,1,0.214,0.6,0.9,0.692,0.2,0.5,0.7,0.4,0.4,0.1,0.6,1,1.7
Sidney Spencer,Guard,144,24,13.6,1.8,4.4,0.407,0.8,2,0.418,1,2.4,0.398,0.5,0.5,0.918,0.6,1.3,1.9,0.6,0.4,0.1,0.5,1.3,4.9
Rachael Sporn,Forward,71,12,16.1,1.7,4.1,0.427,0,0,0,1.7,4,0.429,0.5,1,0.521,1.4,1.7,3.1,1.1,0.4,0.3,0.9,1.7,4
Trisha Stafford-Odom,Forward,36,4,11.2,1.1,3.1,0.357,0,0,0,1.1,3.1,0.36,1.1,1.7,0.683,1.1,1.4,2.5,0.5,0.4,0.1,0.9,1.3,3.4
Dawn Staley,Guard,263,256,32.5,2.9,7.2,0.399,1,2.6,0.376,1.9,4.6,0.412,1.8,2.1,0.834,0.4,1.7,2,5.1,1.3,0.1,2.4,2.1,8.5
Tiffany Stansbury,Forward-Center,39,14,12.1,1.5,3.4,0.45,0,0,,1.5,3.4,0.45,0.5,1.1,0.512,1.4,2.1,3.5,0.4,0.4,0.3,0.8,2.1,3.6
Kate Starbird,Forward-Guard,112,8,11.2,1.1,3.3,0.35,0.2,0.8,0.244,0.9,2.5,0.384,0.8,1.1,0.805,0.4,0.7,1.1,0.8,0.5,0.2,0.7,1.1,3.3
Katy Steding,Forward,55,17,12.8,1.3,3.4,0.376,0.6,1.6,0.375,0.7,1.8,0.376,0.3,0.5,0.667,0.4,1,1.3,0.7,0.5,0.3,0.7,0.8,3.5
Maria Stepanova,Center,114,48,18.2,3.1,6.5,0.483,0,0,0.333,3.1,6.5,0.484,1.3,2.1,0.626,1.7,3,4.7,0.9,0.7,1.6,1.3,2.6,7.6
Rehema Stephens,Guard,8,0,10.1,1.4,5.1,0.268,0.3,1.5,0.167,1.1,3.6,0.31,0.3,0.5,0.5,0.9,0.4,1.3,0.5,0.3,0,1.4,1,3.3
Stacy Stephens,Center,7,1,5.1,0.3,0.9,0.333,0,0,,0.3,0.9,0.333,0,0.3,0,0.3,1,1.3,0.4,0,0,0.3,1,0.6
Azura Stevens,Forward-Center,34,9,20.6,3.3,7.6,0.43,0.8,2.6,0.318,2.4,5,0.488,1.5,1.9,0.788,1.7,2.8,4.6,1.3,0.9,1.1,1.5,2.1,8.9
Mandisa Stevenson,Forward-Center,35,1,9.4,0.5,1.8,0.306,0.1,0.1,0.667,0.5,1.7,0.288,0.2,0.2,0.875,0.4,0.8,1.2,0.2,0.3,0.1,0.5,1.1,1.3
Breanna Stewart,Forward,101,101,33.1,6.9,14.2,0.489,1.5,4.1,0.376,5.4,10.1,0.534,4.6,5.7,0.813,1.3,7.5,8.8,2.9,1.2,1.6,2.2,2.6,20
Jackie Stiles,Guard,53,35,26.5,3.8,9.8,0.383,1.2,3,0.406,2.5,6.8,0.372,2.6,3.4,0.782,0.6,1.2,1.8,1.4,0.5,0.1,1.7,2.1,11.4
Valerie Still,Forward-,23,6,12.3,0.5,2.1,0.245,0,0.1,0,0.5,2,0.261,0.3,0.8,0.368,0.7,1.2,1.9,0.3,0.2,0.2,0.9,1.7,1.3
Andrea Stinson,Guard,272,255,29.6,4.8,10.7,0.451,0.8,2.2,0.339,4.1,8.4,0.481,1.9,2.6,0.736,1,3.1,4.1,3,1.3,0.4,2.1,1.9,12.3
Shanele Stires,Forward,48,5,7.1,0.7,1.8,0.407,0.3,0.8,0.324,0.5,1,0.469,0.2,0.3,0.667,0.4,0.6,1,0.5,0.3,0.1,0.7,1.1,1.9
Tamara Stocks,Forward-Center,3,0,3.7,0.3,1,0.333,0,0,,0.3,1,0.333,0.3,0.7,0.5,0,0.7,0.7,0,0,0,0,1,1
Kiah Stokes,Center,125,22,20.8,2.1,3.7,0.567,0,0,0,2.1,3.6,0.57,1,1.4,0.688,1.9,4.2,6.1,0.7,0.5,1.3,1,2.4,5.1
Jurgita Streimikyte,Forward,88,52,20.6,2.6,5.7,0.452,0.1,0.2,0.238,2.5,5.5,0.462,1.1,1.4,0.79,1.2,2.3,3.5,1.5,0.9,0.6,1.4,2.5,6.3
Shekinna Stricklen,Forward-Guard,231,93,20,2.7,6.6,0.41,1.5,4,0.374,1.2,2.6,0.466,0.7,0.9,0.738,0.5,2,2.6,0.8,0.7,0.2,0.8,1.5,7.5
Ann Strother,Guard-Forward,41,0,6.5,0.7,1.9,0.354,0.4,1.1,0.386,0.3,0.9,0.314,0.2,0.3,0.714,0.3,0.3,0.7,0.3,0.1,0.1,0.1,0.6,2
Tora Suber,Guard,83,20,15.3,1.3,3.8,0.331,0.7,2.2,0.328,0.5,1.6,0.336,0.7,1.2,0.639,0.3,1,1.3,1.8,0.6,0,1.3,1.2,4
Laura Summerton,Center,44,3,9.1,0.8,1.9,0.422,0.1,0.3,0.2,0.7,1.5,0.471,0.5,0.7,0.625,0.4,0.7,1,0.5,0.1,0,0.5,1.1,2.1
Jung Sun-Min,Center,17,0,6.9,0.8,1.9,0.406,0,0.4,0,0.8,1.5,0.52,0.2,0.2,1,0.1,0.5,0.6,0.1,0.3,0,0.3,0.8,1.8
Tammy Sutton-Brown,Center,388,363,24.7,3.2,6.7,0.479,0,0,0,3.2,6.7,0.48,2.6,3.7,0.7,1.8,3.4,5.2,0.6,0.8,1.4,1.7,3.1,9
Ketia Swanier,Guard,153,12,11.5,0.9,2.5,0.348,0.3,1.1,0.283,0.6,1.5,0.396,0.4,0.6,0.714,0.2,1.3,1.4,1.7,0.5,0,1.3,1,2.5
Sheryl Swoopes,Forward-Guard,324,305,32.7,5.6,13,0.436,0.8,2.6,0.316,4.8,10.3,0.466,2.9,3.6,0.825,1.1,3.9,4.9,3.2,2,0.7,2.1,1.6,15
Carolyn Swords,Center,199,83,12.4,1.6,2.9,0.552,0,0,,1.6,2.9,0.552,0.7,0.9,0.777,1.2,2.1,3.3,0.5,0.3,0.5,0.8,2,3.9
April Sykes,Guard-Forward,30,0,8.6,1.1,2.9,0.379,0.6,1.6,0.375,0.5,1.3,0.385,0.3,0.5,0.533,0.3,0.9,1.1,0.6,0.3,0.1,0.5,0.9,3.1
Brittney Sykes,Guard,63,30,23.2,4.2,10.4,0.409,0.9,3,0.307,3.3,7.3,0.451,2.5,3.6,0.7,0.7,3.1,3.9,2.1,0.5,0.6,1.4,2.2,11.9
Stephanie Talbot,Forward,65,32,16.3,1.4,3.2,0.435,0.5,1.3,0.384,0.9,1.9,0.471,0.8,1,0.731,0.8,1.5,2.3,1.5,0.6,0.3,0.9,1.8,4
Zane Tamane,Center,18,0,6.5,0.8,1.6,0.5,0,0,,0.8,1.6,0.5,0.1,0.1,0.5,0.7,1,1.7,0.1,0.2,0.2,0.3,1.1,1.6
Sonja Tate,Guard,40,18,23.1,1.6,4.2,0.367,0.6,2,0.282,1,2.3,0.44,0.6,0.8,0.75,1.4,2.2,3.5,2.6,1,0.1,1.8,2.4,4.3
Diana Taurasi,Guard,431,431,31.3,6.3,14.5,0.435,2.6,6.9,0.369,3.8,7.6,0.495,4.7,5.4,0.868,0.5,3.5,4,4.3,1,0.7,2.8,3.2,19.8
Asia Taylor,Forward,64,0,7.3,0.7,1.8,0.404,0,0.1,0.143,0.7,1.7,0.421,0.8,1,0.758,0.6,1,1.6,0.4,0.2,0,0.6,1.1,2.2
Lindsay Taylor,Center,5,0,5.2,0.2,1,0.2,0.2,0.6,0.333,0,0.4,0,0,0,,0,0.6,0.6,0.4,0.2,0.2,0.2,1.4,0.6
Penny Taylor,Forward,355,277,26.8,4.4,9.4,0.466,1.2,3,0.382,3.2,6.4,0.506,3,3.5,0.868,1.2,3.2,4.4,3,1.4,0.4,2,2.4,13
Nikki Teasley,Guard,207,203,28.5,2.6,6.8,0.376,1.5,3.9,0.377,1.1,2.9,0.374,1.6,1.9,0.835,0.6,2.4,3,4.7,1,0.3,2.4,2.2,8.2
Kasha Terry,Center-Forward,41,8,9.9,1.2,2.7,0.455,0,0,,1.2,2.7,0.455,0.6,1,0.571,0.9,1.5,2.4,0.3,0.3,0.4,1.5,2.1,3.1
Alyssa Thomas,Forward,146,139,28.1,4.2,8.9,0.469,0,0.1,0.2,4.2,8.9,0.471,2.8,4.4,0.632,1.9,4.3,6.2,2.8,1.3,0.3,2.2,2.7,11.2
Carla Thomas,Forward,17,0,7.2,0.9,2.2,0.395,0,0.1,0,0.9,2.2,0.405,0.8,0.8,0.929,0.6,1,1.6,0.2,0.1,0.2,0.4,1.3,2.5
Christi Thomas,Forward-Center,170,28,15.3,1.8,4,0.459,0.1,0.4,0.27,1.7,3.6,0.482,0.8,1.2,0.684,1.2,2.5,3.7,0.6,0.5,0.4,0.9,2.7,4.6
Jasmine Thomas,Guard,270,214,25.2,3.5,9.4,0.378,0.9,2.9,0.318,2.6,6.5,0.404,1.3,1.7,0.775,0.6,2.3,2.9,3.4,1,0.3,2.1,1.9,9.3
Krystal Thomas,Center,176,68,16.2,1.5,2.9,0.516,0,0,0,1.5,2.9,0.517,0.6,1.2,0.532,1.7,3.2,4.9,0.5,0.3,0.7,1.1,2.3,3.6
LaToya Thomas,Forward,150,74,22.4,3.6,7.7,0.46,0.2,0.5,0.397,3.4,7.3,0.464,2,2.4,0.811,1.3,2.3,3.6,1.1,0.6,0.3,1.4,2.2,9.3
Stacey Thomas,Forward,145,39,15.9,1.1,3.1,0.342,0.1,0.6,0.233,0.9,2.5,0.368,0.8,1.5,0.516,1,1.5,2.4,1.6,1.1,0.3,1.1,1.7,3
Alicia Thompson,Forward,143,38,14.9,2.2,5,0.437,0.4,1.1,0.351,1.8,3.9,0.46,0.6,0.8,0.706,0.7,1.7,2.5,0.7,0.4,0.1,0.9,1.2,5.3
Amanda Thompson,Forward,28,0,8,0.5,1.8,0.3,0,0,,0.5,1.8,0.3,0.6,0.8,0.773,0.8,1.2,2,0.5,0.3,0.4,0.6,1.2,1.7
Tina Thompson,Forward,496,470,32.4,5.3,12.7,0.417,1.5,4.1,0.37,3.8,8.6,0.44,3,3.6,0.832,1.8,4.4,6.2,1.6,0.9,0.8,2.5,2.6,15.1
Shona Thorburn,Guard,24,0,6.3,0.3,1.2,0.207,0,0.3,0.125,0.2,0.9,0.238,0.2,0.3,0.625,0.2,0.6,0.8,0.8,0.2,0.1,0.7,0.5,0.8
Erin Thorn,Guard,283,43,15.1,1.7,4.2,0.395,0.9,2.3,0.37,0.8,1.8,0.426,0.6,0.7,0.883,0.3,1.1,1.3,1.5,0.4,0,1,0.7,4.8
Kayla Thornton,Forward,78,33,21.1,2.5,5.9,0.427,0.8,2.3,0.328,1.7,3.5,0.493,1.5,1.8,0.816,1.2,2.2,3.5,1.2,0.8,0.3,0.8,2.3,7.3
Robin Threatt-Elliott,Guard,20,7,18.9,3,7.9,0.382,0.6,1.9,0.324,2.4,6,0.4,1.2,1.8,0.657,0.5,1.1,1.6,0.9,0.7,0.2,1.5,1.8,7.8
Iciss Tillis,Forward-Center,67,2,8.6,1,2.6,0.404,0.2,0.7,0.245,0.9,1.8,0.467,0.3,0.5,0.676,0.5,1,1.5,0.4,0.3,0.2,0.8,1.1,2.6
Michele Timms,Guard,116,112,28.3,2.5,7.3,0.338,1.1,3.4,0.324,1.4,3.9,0.35,1.4,1.9,0.755,0.6,2.1,2.7,4.8,1.6,0.2,2.6,2.8,7.5
Joslyn Tinkle,Forward,6,0,1.8,0,0.5,0,0,0.3,0,0,0.2,0,0,0,,0.2,0.3,0.5,0,0,0,0,0.2,0
Ramu Tokashiki,Forward,94,18,15.2,2.1,4.9,0.437,0,0.1,0,2.1,4.8,0.442,1.2,1.5,0.836,0.7,1.7,2.4,0.6,0.3,0.4,0.8,2.3,5.5
Penny Toler,Guard,88,62,25.9,3.9,9.5,0.406,0.4,1.3,0.306,3.5,8.3,0.421,1.9,2.3,0.811,0.8,1.9,2.8,4,0.9,0.1,2.8,2,10
Kristi Toliver,Guard,316,237,27.5,4.3,9.6,0.443,1.8,4.6,0.389,2.5,5,0.492,2,2.3,0.882,0.4,1.8,2.3,3.4,0.9,0.1,2,2,12.3
Marianna Tolo,Center,28,14,19,1.9,4.2,0.462,0,0.3,0,1.9,3.9,0.491,1,1.3,0.806,0.8,2.2,3,1,0.3,1,1,3,4.9
Elena Tornikidou,Forward,75,64,23.1,3.2,6.8,0.472,0.3,0.8,0.404,2.9,6.1,0.48,2,2.3,0.882,1,1.7,2.6,1.9,0.7,0.4,1.8,1.9,8.8
Levys Torres,Center,2,0,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0
Tiffany Travis,Forward,32,12,17.9,2.2,4.9,0.443,0.4,0.8,0.48,1.8,4.2,0.436,0.7,0.9,0.75,0.8,1.8,2.5,0.8,1,0.1,1,2.3,5.4
Chantel Tremitiere,Guard,101,49,22.5,1.4,4,0.353,0.3,1,0.301,1.1,3,0.37,1.2,1.6,0.739,0.5,1.8,2.2,3.1,0.9,0,2,1.9,4.3
Trena Trice,Forward-Center,38,0,11,1.5,2.9,0.532,0.1,0.2,0.25,1.5,2.7,0.554,1,1.5,0.661,1,1.2,2.3,0.1,0.2,0.3,1.2,2,4.1
Morgan Tuck,Forward,82,9,15.4,2.3,5.6,0.419,0.6,1.9,0.318,1.7,3.7,0.472,0.8,1.1,0.764,0.7,1.8,2.5,0.8,0.4,0.1,0.9,1.2,6.1
Barbara Turner,Guard-Forward,97,17,17.4,1.9,4.8,0.407,0.7,2.2,0.305,1.3,2.6,0.494,1.7,2.2,0.774,0.6,1.9,2.6,1.4,0.4,0.2,1.2,1.6,6.3
Yvonne Turner,Guard,66,7,13,1.7,4.3,0.395,0.5,1.9,0.288,1.2,2.4,0.478,0.7,0.9,0.733,0.3,1.1,1.4,1.2,0.6,0,0.9,1.1,4.6
Molly Tuter,Guard,3,0,1,0,0.7,0,0,0,,0,0.7,0,0,0,,0,0,0,0,0,0,0,0,0
Slobodanka Tuvic,Center,106,41,16,1.2,3.2,0.374,0,0.1,0.091,1.2,3,0.384,1,1.5,0.665,0.8,2.2,3,0.7,0.6,0.7,1.2,2.6,3.4
Polina Tzekova,Center,32,32,24.3,2.4,5.5,0.429,0.3,1.4,0.25,2,4.2,0.489,1,1.3,0.775,1.7,3.4,5.1,1,0.4,0.6,1.6,3.7,6.1
Mfon Udoka,Forward,31,3,9.5,1.1,2.3,0.458,0,0,0,1.1,2.3,0.465,0.6,1,0.613,0.8,1,1.8,0.1,0.1,0.1,0.7,1.5,2.7
Petra Ujhelyi,Center,14,0,4.9,0.1,0.6,0.25,0,0,,0.1,0.6,0.25,0,0.2,0,0.2,0.6,0.9,0.2,0,0.1,0.7,0.6,0.3
Itoro Umoh-Coleman,Guard,3,0,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0.3,0,0,0.3,0.3,0
Maria Vadeeva,Center,25,0,8.2,1.6,3,0.527,0.2,0.5,0.333,1.4,2.5,0.565,0.4,0.5,0.75,0.7,1.5,2.2,0.4,0.4,0.4,0.5,1.8,3.6
Amaya Valdemoro,Forward,55,0,5.9,0.7,2,0.369,0.3,0.7,0.385,0.5,1.3,0.361,0.5,0.7,0.769,0.2,0.6,0.8,0.5,0.5,0.1,0.8,0.8,2.3
Sandra Van Embricqs,Forward-Center,28,2,16.8,1.5,3.2,0.483,0,0,,1.5,3.2,0.483,0.3,0.6,0.5,1.2,1.5,2.7,0.6,0.9,0.3,0.7,2,3.4
Michele Van Gorp,Center,132,23,11.4,1.3,2.9,0.436,0,0.1,0.2,1.3,2.8,0.443,0.7,1.1,0.627,0.8,1.3,2.1,0.4,0.2,0.3,1,1.8,3.2
Courtney Vandersloot,Guard,240,209,27.6,3.6,8.2,0.439,0.8,2.4,0.35,2.8,5.8,0.475,1.5,1.9,0.826,0.4,2.5,2.9,5.8,1.2,0.4,2.6,2.4,9.5
Kia Vaughn,Center,307,154,19.2,2.8,5.9,0.471,0,0,0.167,2.8,5.9,0.472,0.8,1.1,0.675,1.5,3,4.5,0.7,0.6,0.5,1.1,2,6.4
Krystal Vaughn,Forward,15,0,5.2,0.2,1.3,0.158,0,0.1,0,0.2,1.1,0.176,0.4,0.7,0.6,0.3,0.7,1,0,0.1,0.1,0.7,0.4,0.8
Kristen Veal,Guard,52,24,19.6,1.1,3.9,0.289,0.5,1.9,0.278,0.6,2.1,0.299,0.8,1.1,0.764,0.4,1.3,1.7,3.2,0.9,0.1,2.4,1.9,3.6
Jana Vesela,Forward,29,0,11.4,1.2,2.2,0.547,0.2,0.5,0.4,1,1.7,0.592,0.6,0.7,0.8,0.6,1.4,2,0.6,0.6,0.2,0.9,1,3.2
Danielle Viglione,Guard,7,0,4.3,0.4,1.6,0.273,0.1,0.6,0.25,0.3,1,0.286,0,0,,0.1,0.4,0.6,0.1,0.1,0,0,0.7,1
Daliborka Vilipic,Forward-Center,2,0,6,0,1,0,0,0,,0,1,0,0,0,,0,1,1,0,0,0.5,0.5,1,0
Victoria Vivians,Guard,34,26,27.1,3.1,7.6,0.404,1.9,4.8,0.399,1.2,2.9,0.412,0.8,0.9,0.931,0.5,2.6,3.1,1.2,0.9,0.1,1,1.8,8.9
Kamila Vodichkova,Forward-Center,202,166,24,3.3,7.4,0.444,0.2,0.5,0.298,3.1,6.9,0.455,2.1,2.6,0.778,1.7,3.5,5.1,1.4,0.9,0.5,1.9,3,8.8
Natalia Vodopyanova,Forward,17,0,5.8,0.5,1.3,0.364,0.1,0.3,0.2,0.4,1,0.412,0.5,0.7,0.667,0.2,1,1.2,0.6,0.2,0.1,0.5,0.5,1.5
Milica Vukadinovic,Guard,1,0,14,1,1,1,1,1,1,0,0,,0,0,,0,1,1,1,1,0,3,0,3
Ashley Walker,Forward-Center,22,0,7,0.5,2.2,0.25,0.1,0.7,0.2,0.4,1.5,0.273,0.4,0.5,0.818,0.7,1.1,1.8,0.3,0.3,0.2,0.7,1.2,1.6
Ayana Walker,Forward,132,14,11.6,1.1,2.9,0.382,0,0.1,0.222,1.1,2.8,0.386,0.5,0.9,0.583,1,1.4,2.4,0.4,0.3,0.6,0.6,1.3,2.7
DeMya Walker,Forward,335,162,19.2,2.8,6.1,0.451,0,0.1,0.14,2.7,6,0.459,1.5,2.4,0.635,1.6,2,3.6,1.3,0.7,0.5,2,2.6,7.1
Marcedes Walker,Center,2,0,5.5,0,2,0,0,0,,0,2,0,0,1,0,2.5,1,3.5,0.5,0,0.5,2,1.5,0
Shatori Walker-Kimbrough,Guard,46,9,11,1.3,3.3,0.392,0.4,1.2,0.321,0.9,2.1,0.433,1,1.2,0.887,0.2,0.8,1,0.4,0.5,0.2,0.7,0.7,4
Maren Walseth,Forward,22,0,5.1,0.3,1.2,0.259,0,0.3,0.143,0.3,0.9,0.3,0.1,0.2,0.5,0.4,0.6,1,0.3,0.1,0,0.5,0.5,0.8
Avery Warley-Talbert,Center,107,31,12.6,1,2.3,0.445,0,0,,1,2.3,0.445,0.6,0.9,0.707,1.5,2.3,3.8,0.1,0.3,0.3,0.9,2,2.6
Coquese Washington,Guard,156,65,16.5,1,3,0.337,0.5,1.4,0.329,0.5,1.6,0.344,0.5,0.7,0.733,0.3,1.5,1.8,2.1,1,0.1,1.3,1.4,3
Tonya Washington,Forward,98,2,9.7,1,3,0.332,0.3,0.8,0.346,0.7,2.2,0.327,0.3,0.4,0.838,0.7,0.5,1.2,0.4,0.1,0,0.4,0.3,2.6
Ann Wauters,Center,220,136,24,3.9,7.3,0.536,0.1,0.3,0.358,3.8,7,0.544,2,2.6,0.759,1.4,3.7,5,1.3,0.7,0.7,2,2.3,9.9
Teresa Weatherspoon,Guard,254,220,28.1,1.7,4.2,0.411,0.3,1,0.281,1.4,3.2,0.454,1.2,1.9,0.658,0.6,2.4,3.1,5.3,1.8,0.1,2.4,2.3,5
Umeki Webb,Guard-Forward,71,52,25.6,1.6,5.1,0.323,0.1,0.5,0.189,1.5,4.5,0.339,1.5,2.1,0.702,1.3,2.2,3.5,2.5,1.7,0.5,1.7,3.2,4.9
Martina Weber,Center,2,0,2,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0.5,0.5,0,0,0,0.5,0,0
